id,iddepto,nomdepto,idmpio,nompio,codigohabilitacion,nombre,nitsnit,ese,direccion,direccionorig,telefono,najunombre,numerosedeprincipal,latitude,longitude,Localidad
376,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,306",CARDIOPEDIATRAS LTDA,"830,103,660",NO,KR 16 # 82 74 CS 605,KR 16 # 82 74 CS 605,6919248,Privada,1,4.5902581,-74.0944554,Antonio Nariño
377,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,310",SOCIEDAD ENTORNO Y COMPAÑIA LTDA,"830,034,865",NO,TV 59 # 106 12,TV 59 # 106 12,7463261 - 3153361884,Privada,1,4.5792938,-74.1614262,Ciudad Bolivar
378,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,380",CLINICA DE LASER DE PIEL SAS,"811,014,239",NO,CRA 13A # 98-16,Kra 13A # 98-16,2576818/6352100,Privada,1,4.603187,-74.0795614,Santa Fe
379,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,381",GENETICA MOLECULAR DE COLOMBIA S.A.S.,"830,112,625",NO,CARRERA 47 No. 91-51,CARRERA 47 No. 91-51,(571) 7551413,Privada,1,4.5731881,-74.1587124,Ciudad Bolivar
380,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,400",Coomeva Medicina Prepagada S.A,"805,009,741",NO,Calle 102 Nº 14A 70,Calle 102 Nº 14 A-70 P7,3199555 ext 15500 / 3186954221,Privada,3,4.6881404,-74.0541994,Usaquén
381,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,447",ALTA VISION SAS,"830,111,080",NO,Cr 16 A 80 - 06 Of 701,Cr 16 A 80 - 06 Of 701,6164585,Privada,1,4.7473303,-74.0378721,Usaquén
382,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,488",CLÍNICA VASCULAR DE BOGOTA ALBERTO MUÑOZ HOYOS SAS,"800,201,018",NO,CL 35 # 24 32 PISO #1,CL 35 # 24 32 PISO #1,2329998,Privada,1,4.6250934,-74.0759507,Teusaquillo
383,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,582",ESTUDIOS ANATOMOPATOLOGICOS LTDA,"830,096,658",NO,AV carrera 19 # 95-31/55  OF 510-511,AV carrera 19 # 95-31/55  OF 510-511,3463573,Privada,1,4.683006600000001,-74.05289579670497,Chapinero
384,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,589",SOMIDE LTDA SERVICIOS ODONTOLOGICOS MEDICOS E IMAGENES DIAGNOSTICAS EMPRESARIALES,"830,005,378",,CRA 100 # 22a- 12,k 100 n 22a- 12,4158017- 4158496,Privada,1,4.7045807,-74.1154658,Engativá
385,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,677",INVERSIONES CREAR RAMA S.A,"830,010,671",NO,CRA 7 # 17 - 75 LOCAL 13 - Barrio:CENTRO,CRA 7 # 17 - 75 LOCAL 13 - Barrio:CENTRO,3369811,Privada,17,4.5568144,-74.1205072,Rafael Uribe Uribe
386,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,783",MEDICENTRO ANDIA REY LTDA.,"860,090,621",NO,CRA 47A # 114A-39,KR 47 A (ANTES TV 33C) # 114A-39,2132421,Privada,1,4.7011153,-74.0574205,Suba
388,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,861",CLINICA LOYOLA SOCIEDAD POR ACCIONES SIMPLIFICADA,"830,103,995",NO,KR 19 A # 84 64,KR 19 A # 84 64,6168252 ext 108,Privada,2,4.5589394,-74.1483859,Ciudad Bolivar
389,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,863",ORGANIZACIÓN INGENIERÍA CIVIL Y ELECTRÓNICA LIMITADA O.I.C.E SIGLA O.I.C.E,"860,514,836",,AK 7 No. 32-29 Piso 26 Oficina 2604,AK 7 No. 32-29 Piso 26 Oficina 2604,3113812985,Privada,1,4.7527835,-74.0244014,Usaquén
390,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,879",EMERMEDICA S.A. SERVICIOS DE AMBULANCIA PREPAGADOS,"800,126,785",,Carrera 19B No 168 - 35,Carrera 19B No 168 - 35,3077098,Privada,1,4.7483667,-74.0424589,Usaquén
391,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,909",DDS LTDA CLINICA DE REHABILITACION DENTAL,"830,093,411",,CL 97 A # 8 41,CL 97 A # 8 41,6104900,Privada,1,4.6973781,-74.0819773,Suba
392,11,Bogotá D.C,11001,BOGOTÁ,"1,100,110,939",SAN LUIS UNIDAD DE CRONICOS Y PALIATIVOS SAS,"830,020,398",NO,CL 127B  45 92,CL 127B  45 92,2583209,Privada,1,4.7047795,-74.0300146,Usaquén
394,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,048",CENTRO DE DIAGNOSTICO Y TRATAMIENTO CENDIATRA SOCIEDAD POR ACCIONES SIMPLIFICADAS CENDIATRA SAS,"800,180,176",NO,CALLE 19 NO. 3-50 PISO 12,CALLE 19 NO. 3-50 PISO 12,2826817 EXT 1130 - 1126,Privada,1,4.6571599,-74.1297501,Fontibón
396,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,138",AXA ASISTENCIA IPS SAS,"830,081,501",NO,"CALLE 97 23 - 37 EDIFICIO DALÍ, PISO 4, CONSULTORIO 401","CALLE 97 23 - 37 EDIFICIO DALÍ, PISO 4, CONSULTORIO 401",6446156,Privada,1,4.6804109,-74.0454642,Chapinero
398,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,142",SERVICIOS ADOM SAS sigla ADOM Salud Domiciliaria,"830,001,237",,KR 49 93 17,KR 49 93 17,6103520-3138862398,Privada,1,4.7014088,-74.0584385,Suba
399,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,145",ORGANIZACION SANTA LUCIA S.A.,"890,900,650",,AV CARRERA 72 #80-94 LC 1-61 - Barrio:ENGATIVA,AV CARRERA 72 #80-94 LC 1-61 - Barrio:ENGATIVA,3137217589,Privada,4,4.6468867,-74.1298356,Kennedy
400,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,158",ASISTIR SALUD SAS,"800,216,958",NO,Calle 64G N° 90A-40,Calle 64G N° 90A-40,2231145 EXT 215-224 - 3167436411,Privada,3,4.685949,-74.1113783,Engativá
401,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,221",Acudir SAS,"830,012,324",,Calle 52 A No. 9-26 cons. 203,Calle 52 A No. 9-26 cons. 203,2172829,Privada,1,4.63935065,-74.06408122228774,Chapinero
402,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,242",FUNDACION PREVER I.P.S.,"800,123,927",NO,KR 48 # 123 10,KR 48 # 123 10,6404452-3155860099,Privada,1,4.6999481,-74.0583472,Suba
403,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,622",CARDIOLOGICAS SAS,"800,113,386",NO,KR 23 # 45C 31  CS 617,KR 23 # 45C 31  CS 617,2870590 - 3175919879,Privada,1,4.6361939,-74.0742317,Teusaquillo
404,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,775",CENTRO DE CIRUGIA AMBULATORIA IPS LTDA,"830,005,127",NO,CL 89 A # 20 57,CL 89 A # 20 57,5185019,Privada,1,4.706549,-74.0918884,Engativá
405,11,Bogotá D.C,11001,BOGOTÁ,"1,100,111,819",MARIA TERESA GALIANO SERVIMED SAS,"800,021,891",NO,CL 50 # 8 24 CS  402 403 405 407 408,CL 50 # 8 24 CS  402 403 405 407 408,3101315,Privada,1,4.6374749,-74.0669591,Teusaquillo
406,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,289",FAMICARE CLINICA DIA S.A.S.,"830,122,608",NO,Carrera 24 # 86A - 12,Carrera 24 # 86A - 12,7461630,Privada,1,4.5845594,-74.1050598,Antonio Nariño
407,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,336",LABORATORIO CLINICO BIOLAB SAS,"830,130,006",NO,Cra 45a # 95-70,Cra 45a # 95-70,8077011,Privada,1,4.5712869,-74.1584799,Ciudad Bolivar
408,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,374",ASISDERMA SAS,"830,126,960",NO,CL  99 # 48 06 CS 504 - Barrio:CASTELLANA,CL  99 # 48 06 CS 504 - Barrio:CASTELLANA,(091) 6044276,Privada,2,4.6791506,-74.0389205,Chapinero
409,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,408",RADA AESTHETIC Y SPA SAS - BOGOTA,"830,130,407",NO,KR 17 No. 109-47,KR 17 No. 109-47,4855151 ext 1020 - 3102716395,Privada,1,4.6151527,-74.0732067,Los Mártires
410,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,413",MD DIAGNOSTICOS SAS,"830,128,120",NO,AK 20 # 85 A - 45,AK 20 # 85 A - 45,2123360,Privada,5,4.6749673,-74.0595563,Barrios Unidos
411,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,425",A&G SERVICIOS DE SALUD S.A.S.,"832,001,110",NO,AC 127 # 71 96,AC 127 # 71 96,7455901-7455902-7455905,Privada,1,4.7036464,-74.0331045,Usaquén
412,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,437",RIESGO DE FRACTURA S.A. CAYRE,"830,027,158",NO,CR 56 NO. 9 - 91 LC 18 P 1 - Barrio:SALAZAR GOMEZ,CR 56 NO. 9 - 91 LC 18 P 1 - Barrio:SALAZAR GOMEZ,3102423837,Privada,5,4.6515338,-74.087924,Teusaquillo
413,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,503",BIOMERTLAB LTDA,"830,131,694",NO,AV CALLE 127 No 20-78 CONSULTORIO 205,AV CALLE 127 No 20-78 CONSULTORIO 205,6154711,Privada,1,4.7068353,-74.0545386,Suba
414,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,552",BIO ALGA SAS,"830,110,759",,KR 11 A # 98 15,KR 11 A # 98 15,6107147/3153335550,Privada,1,4.5838032,-74.0915704,Antonio Nariño
415,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,560",SOSALUD SAS,"830,134,195",,CL 130 #58 20 LC 2 90,CL 130 #58 20 LC 2 90,3209465519,Privada,1,4.7381366,-74.1286024,Suba
416,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,713",ENDOCARE SAS,"830,128,615",NO,"CL 106 # 54-60 CONSULTORIO 1, 2, 3, 4, 5, 7, 8, 9, 10","CL 106 # 54-60 CONSULTORIO 1, 2, 3, 4, 5, 7, 8, 9, 10",6132411 - 3182870677,Privada,1,4.685108,-74.0356449,Usaquén
418,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,756",ENDOTHERAPEUTICS SAS,"830,115,566",NO,KR 13 # 49  40 CS 525,KR 13 # 49  40 CS 525,3383864,Privada,1,4.5592249,-74.1314313,Tunjuelito
419,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,762",SERVISALUD OCUPACIONAL IPS SAS,"830,136,321",NO,CL 27 SUR # 14 43,CL 27 SUR # 14 43,3006168831,Privada,1,4.5796529,-74.1072779,Rafael Uribe Uribe
420,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,797",CLINICA SEQUOIA SAS,"830,130,028",NO,CL 123 # 7 07 OF 206,CL 123 # 7 07 OF 206,6194841-6194852,Privada,1,4.7028922,-74.0483615,Usaquén
421,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,808",FISIOSPORT LTDA,"830,136,757",NO,CALLE 50 # 8 24 OF 505,CALLE 50 # 8 24 OF 505,3101279,Privada,1,4.6374749,-74.0669591,Teusaquillo
422,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,839",ORGANIZACIÓN DE SISTEMAS DENTALES - OSISDENT LTDA-,"830,120,303",NO,KR 14 # 92 77,KR 14 # 92 77,2576200,Privada,1,4.6754389,-74.0512977,Chapinero
423,11,Bogotá D.C,11001,BOGOTÁ,"1,100,112,848",LABORATORIO MEDICO ECHAVARRIA S.A.S,"890,906,793",NO,CR 44 # 20 A 05,CR 44 # 20 A 05,(1)2444888,Privada,1,4.5741595,-74.1534115,Ciudad Bolivar
424,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,009",CENTRO DE REHABILITACION Y ESTÉTICA ORAL SAS - SIGLA CREO SAS,"830,136,033",NO,CALLE 57 Nº 21 - 26,CALLE 57 Nº 21 - 26,(57)(1)2493888,Privada,2,4.6487814,-74.0865093,Teusaquillo
425,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,132",SMILE QUALITY CLINICA ODONTOLOGICA ESPECIALIZADA S.A.S,"830,135,332",NO,cl 123 # 7a 17 cs 201,cl 123 # 7a 17 cs 201,51-091-6297109,Privada,1,4.7028922,-74.0483615,Usaquén
426,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,402",FISOSALUD (FISIOTERAPIA SALUD OCUPACIONAL) S.A.S. SIGLA FISOSALUD S.A.S,"830,139,066",,CRA 20 No. 34 - 44,CRA 20 No. 34 - 44,2451272,Privada,1,4.5611836,-74.1500928,Ciudad Bolivar
427,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,406",ENLACE LAB S.A.S,"830,145,128",NO,Cl 120A 7 48,Cl 120A 7 48,2136192-3152820115,Privada,2,4.6967402,-74.0298759,Usaquén
428,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,430",Unidad de Diagnóstico y Ecografía MaternoFetal y Ginecológico el Bosque SAS - Ecodiagnóstico el Bosque SAS,"830,141,084",,AC. 134 Nº 7B-83 Of 819 CS2 CS3,AC. 134 Nº 7B-83 Of 819 CS2 CS3,6331745,Privada,1,4.71144255,-74.03107490323647,Usaquén
429,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,473",PRAXIS DE COLOMBIA LTDA,"830,120,343",,AC 127 NO. 50-21 piso 1,AC 127 NO. 50-21 piso 1,6208190,Privada,1,4.7036464,-74.0331045,Usaquén
430,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,483",INTEGRAL SALUD LTDA,"830,031,646",NO,CL 109 # 17 A 35 CS 401,CL 109 # 17 A 35 CS 401,6021070,Privada,1,4.6878834,-74.0348769,Usaquén
431,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,508",MEDICINA LABORAL S.A.S,"830,142,721",NO,CALLE 27 # 27-21 - Barrio:TEUSAQUILLO,CALLE 27 # 27-21 - Barrio:TEUSAQUILLO,7446346  3232753421,Privada,4,4.6239833,-74.0779083,Teusaquillo
432,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,651",UNIDAD MEDICA TOLCOROMA EU,"830,139,247",NO,KR 7 B # 123 - 58,KR 7 B # 123 - 58,2135984,Privada,1,4.7588248,-74.0136833,Usaquén
434,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,718",VISUAL CENTER GROUP LTDA,"830,130,201",,CALLE 51  Nº 14-67,CALLE 51  Nº 14-67,2 350273,Privada,1,4.685949,-74.1244493,Fontibón
435,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,756",SIMSE LTDA LA CUAL SIGNIFICARA SERVICIO INTEGRAL MEDICO ESPECIALIZADO EN SALUD OCUPACIONAL ESCOLAR Y LABORATORIO CLINICO,"830,085,651",NO,KR 19A # 77- 18 CS 608 Y 609,KR 19A # 77- 18 CS 608 Y 609,6912822,Privada,1,4.578189,-74.1146631,Rafael Uribe Uribe
436,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,784",NEUROCOUNTRY LTDA,"830,145,701",,CARRERA 16A No. 82-46 PISO 1,CARRERA 16A No. 82-46 PISO 1,7043483,Privada,1,4.7473303,-74.0378721,Usaquén
437,11,Bogotá D.C,11001,BOGOTÁ,"1,100,113,937",BODY HEALTH AND BEAUTY GYM BHB LTDA,"830,092,823",NO,AV BOYACA # 8 B - 05,AV BOYACA # 8 B - 05,4125131,Privada,1,4.681783,-74.0988931,Engativá
438,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,073",S.O.S SALUD S.A.S,"900,007,635",NO,Cra 68G N° 75-71,Cra 68G N° 75-71,601 8000519 -  6014909696,Privada,1,4.6713869,-74.0947232,Engativá
439,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,074",CENTRO DE ENFERMEDADES NEOPLASICAS S A S,"830,146,850",NO,KR 22 #45 B -38 CS 101,KR 22 #45 B -38 CS 101,6183489/2960513,Privada,1,4.5865266,-74.1016413,Antonio Nariño
440,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,150",CENTRO DE CONTROL DE CÁNCER SAS,"830,008,300",NO,KR 16 A #  84 - 19,KR 16 A #  84 - 19,2366927,Privada,1,4.5412443,-74.1366156,Ciudad Bolivar
443,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,343",INMUNOTECH LABORATORIES S.A.S.,"830,141,394",NO,CRA 9 No 48-40 PISO 5,CRA 9 No 48-40 PISO 5,3143997827,Privada,2,4.63551975,-74.06463245099232,Chapinero
444,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,369",DENTAL ASSISTANCE SAS,"830,143,831",NO,CARRERA 19 NO 120-71 OF 202,CARRERA 19 NO 120-71 OF 202,5205251,Privada,1,4.5397167,-74.1514746,Ciudad Bolivar
446,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,461",UNIDAD DE VIDEOENDOSCOPIA DEL RESTREPO LTDA,"900,022,390",NO,TV 18 BIS # 14A-21 SUR PISO 2,TRANSV. 18 BIS # 14A-21SUR  PISO2,2399289,Privada,1,4.538614,-74.142303,Ciudad Bolivar
447,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,524",KALIL & CABALLERO ODONTOLOGOS SAS,"830,510,791",,CARRERA 23 # 124 - 70 CONS 602,CARRERA 23 # 124 - 70 COS 602,6371909-6298497,Privada,1,4.7048534,-74.0528481,Usaquén
448,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,619",JUAN CARLOS ARBELAEZ ECHEVERRY SAS,"900,028,915",NO,KR 16 A #  82 46 CS 505,KR 16 A #  82 46 CS 505,2960533,Privada,1,4.7473303,-74.0378721,Usaquén
449,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,648",CORPORACION PARA LA ATENCION Y EL DIAGNOSTICO DE ENFERMEDADES-MILAGROZ,"900,013,939",NO,CL 39 # 19 39 PI 1,CL 39 # 19 39 PI 1,3222061,Privada,1,4.6276573,-74.0774418,Teusaquillo
450,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,721",Emergencias Medicas 911 Ltda.,"900,036,206",,KR 32B 4-27 PISO 3,KR 32B  4-27 PS 3,805 11 09  - 321 4023823,Privada,1,4.6012546,-74.1080563,Puente Aranda
451,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,725",OBSTETRICIA & GINECOLOGIA LIMITADA PERO PODRA UTILIZAR LA SIGLA O&G LTDA,"830,507,291",,"AVENIDA CARRERA 45 # 94-23 TORRE B PISOS 6,7 Y 8","AVENIDA CARRERA 45 # 94-23 TORRE B PISOS 6,7 Y 8",7 43 01 50 CELULAR 3223131928,Privada,1,4.7364014,-74.0485756,Usaquén
452,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,735",Fundación para el Servicio Integral de Atención Médica - Fundación SIAM,"900,034,438",,CL 58 A # 35 A 12,CL 58 A # 35 A 12,2219283,Privada,2,4.6494381,-74.0836671,Teusaquillo
453,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,744","SOCIEDAD DE CIRUGIA OCULAR Y CENTRO DE TECNOLOGIA OFTALMICA, UNIDAD  LASER S.A.S. SIGLA: S.C.O. Y C.T.O. UNIDAD DE LASER S.A.S.","830,081,879",NO,AC 134 # 7B 83 OF  207,AC 134 # 7B 83 OF  207,5202989  6484323,Privada,1,4.71144255,-74.03107490323647,Usaquén
454,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,757",CENTRO DE DESARROLLO INTEGRAL DE SALUD FAMILIAR JUAN PABLO II IPS SAS CON SIGLA CEDI SALUD FAMILIAR JUAN PABLO II IPS SAS,"900,031,309",,CL 27 SUR # 18C- 02,CL 27 SUR # 18C- 02,3661905,Privada,1,4.5800431,-74.1071818,Rafael Uribe Uribe
455,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,796",NEW IMAGE AESTHETIC SURGERY LTDA,"900,040,590",,KR 17 A # 105 - 70,KR 17 A # 105 - 70,6205292,Privada,1,4.6939491,-74.0480921,Usaquén
456,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,821",RX HORIZONTE IMAGENES MEDICAS Y ODONTOLOGICAS S.A.S,"900,020,872",,AC 116 No 22-72,av cll116 No 22-72,7051705,Privada,4,4.6993273,-74.0546532,Usaquén
457,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,836",CERTIFICAR SALUD S.A.,"830,109,370",NO,AK 19 114-87 consultorio 200,Avenida 19  114-87 consultorio 200,5235305,Privada,1,4.5621909,-74.1390913,Ciudad Bolivar
458,11,Bogotá D.C,11001,BOGOTÁ,"1,100,114,862",UNIDAD DE FERTILIDAD FERTIVIDA SAS,"900,032,582",NO,KR 19A No. 82-85 CONSULTORIO 401,KR 19A No. 82-85 CONSULTORIO 401,7953130 EXT 4017,Privada,1,4.5589394,-74.1483859,Ciudad Bolivar
459,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,024",CENTRO ELECTRO AUDITIVO NACIONAL AL SERVICIO DE LA REHABILITACION SAS,"890,316,171",NO,CR 7 N° 41 - 21 AP 202,CR 7 N° 41 - 21 AP 202,3400133,Privada,2,4.5040492,-74.1103841,Usme
460,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,051",FUNDACION CEDHI - CENTRO DE DESARROLLO HUMANO INTEGRAL,"900,032,841",NO,CALLE 97 # 64 - 19,CALLE 97 # 64 - 19,6955994 - 3124522705,Privada,1,4.6804109,-74.0454642,Chapinero
461,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,070",UNIVER PLUS S.A.,"900,033,752",NO,Cra 7 B BIS  # 132-38 Edificio Forest Medical Center  Local 104 - Barrio:Bella Suiza,Cra 7 B BIS  # 132-38 Edificio Forest Medical Center  Local 104 - Barrio:Bella Suiza,3164195115 - 3138306090,Privada,15,4.71115745,-74.03003819677329,Usaquén
463,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,117",CENTRO MEDICO DEPORTIVO MET LTDA,"830,114,167",,AK 45 NO 101-17 PISO 1,AK 45 NO 101-17 PISO 1,6349200-2368230,Privada,1,4.7592003,-74.0455286,Suba
464,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,221",APM SERVICIOS ASISTENCIALES IPS S.A.S.,"900,055,754",,CARRERA 16 No. 68-74,CARRERA 16 No. 68-74,6067222 - 3106666888,Privada,2,4.5386387,-74.1376314,Ciudad Bolivar
465,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,235",ODONTOLOGIA ESPECIALIZADA COLOMBIANA CLINICAS DENTALES S.A.,"900,020,963",NO,CL 108 14B 24,CL 108 14B 24,57 091 2154848,Privada,1,4.693373,-74.0483638,Usaquén
466,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,272",UNIDAD MEDICA RIONEGRO LTDA,"900,050,484",NO,CRA 22 No 83 - 51,CRA 22 No 83 - 51,8050082,Privada,1,4.5486774,-74.1560155,Ciudad Bolivar
467,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,308",CLINICA ODONTOLOGICA CLINISTETIC LTDA,"830,137,350",NO,CALLE 58 No 17-09,CALLE 58 No 17-09,3478514,Privada,2,4.6513878,-74.0866127,Teusaquillo
469,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,365",INNOVAR SALUD SAS,"830,095,842",NO,CARRERA 49 D No. 91-56,CARRERA 49 D No. 91-56,7434280-2362066-3174231719,Privada,1,4.7014088,-74.0584385,Suba
470,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,375",VITAL LIFE SAS,"900,065,988",NO,CALLE 102 A NO. 70G-19,CALLE 102 A NO. 70G-19 Y 70G-21,2719676 - 7579602-7429502 -2269505 - 2269506,Privada,1,4.6900339,-74.0621592,Suba
471,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,398",CENTRO MEDICO Y ODONTOLOGICO DE LA 170  MAXIDENT CLINICAS ODONTOMEDICAS SAS,"900,021,983",NO,AK 45  168-73,AK 45  168-73,6743737,Privada,1,4.7364014,-74.0485756,Usaquén
472,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,419",COMPAÑÍA LÍDER EN SALUD OCUPACIONAL LTDA,"830,126,710",,Calle 99 No 49-15,Calle 99 No 49-15,7529061,Privada,1,4.6791506,-74.0389205,Chapinero
473,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,547",MEDICINA NUCLEAR PALERMO ORGANIZACION SANITAS INTERNACIONAL SAS,"830,135,697",,KR 23 # 45 C 31 LC 6 LC 7,KR 23 # 45 C 31 LC 6 LC 7,2871908,Privada,1,4.6361939,-74.0742317,Teusaquillo
474,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,658",GENETICA HUMANA E.U.,"900,074,059",NO,Avenida Calle 116 # 9-72  consultorio 605,Avenida Calle 116 # 9-72  consultorio 605,2141275,Privada,1,4.6943073,-74.034846,Usaquén
476,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,707",DENTOLASER S.A.S.,"830,140,988",NO,KR 21 # 56 03,KR 21 # 56 03,3126688,Privada,1,4.5440148,-74.1532663,Ciudad Bolivar
477,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,718",ASSISTANCE INTERNATIONAL,"830,118,309",NO,KR 46 # 126-33,KR 46 # 126-33,6947003,Privada,1,4.7660988,-74.0453102,Suba
478,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,731",CLINICA FERNANDO VANEGAS CANO LTDA.,"900,076,452",NO,KR 16 No. 96 - 64 CS 314,KR 16 No. 96 - 64 CS 314,6369541,Privada,1,4.6824619,-74.0496454,Chapinero
479,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,867",PATOLOGIA DIAGNOSTICA LIMITADA,"900,081,381",,CALLE 118 No 19 -52 CONSULTORIO 505 - Barrio:SANTA BARBARA OCC.,CALLE 118 No 19 -52 CONSULTORIO 505 - Barrio:SANTA BARBARA OCC.,7906867.      3014311893,Privada,2,4.6970306,-74.0385509,Usaquén
482,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,904",CENTRO DE SALUD CIRUGIA ESTETICA AMBULATORIA CLINICA DE CHARRY LTDA,"900,006,808",NO,KR 48 #  122 - 28,KR 48 #  122 - 28,2138331,Privada,1,4.6999481,-74.0583472,Suba
484,11,Bogotá D.C,11001,BOGOTÁ,"1,100,115,941",B S P CORPOLASER LTDA,"830,146,310",NO,KR 13 A No 102 86,KR 13 A No 102 86,6122605,Privada,1,4.7618301,-74.0351527,Usaquén
485,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,016",Fundacion la Casa de Bill,"830,147,172",,KR 36A Nº 54 - 77,KR 36A Nº 54 - 77,6940460,Privada,1,4.5651699,-74.1633681,Ciudad Bolivar
486,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,044",AUDIOCOM SAS,"814,003,448",NO,"KR 14 # 75-76 PISO 3, 4, Y  5","KR 14 # 75-76 PISO 3, 4, Y  5",(1) 742 09 04 - 3174374863,Privada,1,4.6754389,-74.0512977,Chapinero
487,11,Bogotá D.C,11001,BOGOTÁ,"1,100,116,069",Centro de Dermatologia y Cirugia Dermatologica del Country CDCD LTDA,"900,096,797",NO,Calle 83 # 16a 44 Consultorio303,Calle 83 # 16a 44 Consultorio303,071/7038176,Privada,1,4.6700461,-74.0596304,Chapinero
